Date,Execution Time
2022-09-01,2.004451914
2022-09-01,2.005106124
2022-09-03,2.004872056
2022-10-16,2.005555046
2022-10-16,2.004104684
2022-10-16,2.004911785
2022-10-16,2.008054561
2022-10-16,2.008282214
2022-10-16,2.005766029
2022-10-21,2.005252893
2023-03-12,2.004128234
2023-03-12,2.003395803
2023-03-12,2.005921635
2023-03-12,2.004713679
2023-03-12,2.003754195
2023-03-12,2.004795286
2023-03-12,2.00354682
2023-03-12,2.005011512
2023-03-12,2.004976367
2023-03-12,2.005429307
2023-03-12,2.004715672
2023-03-12,2.005295982
2023-03-12,2.004576736
2023-03-12,2.005539588
2023-03-12,2.004950988
2023-03-12,2.004716782
2023-03-12,2.005265747
2023-03-12,2.004921779
2023-03-12,2.00524293
2023-03-12,2.004324749
2023-03-12,2.007370783
2023-03-12,2.008749735
2023-03-12,2.005580968
2023-03-12,2.005059087
2023-03-12,2.005289375
2023-03-12,2.004913987
2023-03-12,2.005528503
2023-03-12,2.003566043
2023-03-12,2.004594247
2023-04-16,2.017276752
