Date,Execution Time
2022-09-01,0.001248781
2022-09-01,7.01111E-4
2022-09-03,9.71312E-4
2022-10-16,0.001173036
2022-10-16,0.001129382
2022-10-16,0.001053315
2022-10-16,0.002632008
2022-10-16,0.002926357
2022-10-21,6.44411E-4
2023-03-12,6.57636E-4
2023-03-12,0.001289938
2023-03-12,6.49631E-4
2023-03-12,9.58288E-4
2023-03-12,0.001213337
2023-03-12,0.001051321
2023-03-12,0.001013875
2023-03-12,6.76695E-4
2023-03-12,9.42067E-4
2023-03-12,0.001233955
2023-03-12,6.09192E-4
2023-03-12,6.57764E-4
2023-03-12,6.77429E-4
2023-03-12,0.001046749
2023-03-12,6.33252E-4
2023-03-12,9.89689E-4
2023-03-12,6.33883E-4
2023-03-12,8.36468E-4
2023-03-12,6.45446E-4
2023-03-12,6.60726E-4
2023-03-12,9.22307E-4
