Date,Execution Time
2022-05-28,0.663592627
2022-05-28,0.65410752
2022-05-28,0.668381545
2022-05-28,0.65158963
2022-05-28,0.658178209
2022-05-28,0.643348054
2022-07-06,0.641632928
2022-07-06,0.781202017
2022-07-10,0.719171797
2022-07-10,0.7813834
2022-07-10,0.812414222
2022-07-10,0.855459903
2022-07-10,0.799623767
2022-09-04,0.826304164
2022-09-04,0.762271532
2022-12-17,0.563100526
2023-01-29,0.598482158
2023-01-29,0.486000169
2023-01-29,0.51121329
2023-03-12,0.5137373
2023-03-12,0.591714261
2023-03-12,0.590928265
2023-03-12,0.629992312
