Date,Execution Time
2022-05-28,4.036239664
2022-05-28,4.038192428
2022-05-28,4.053323811
2022-05-28,4.03746027
2022-05-28,4.058931356
2022-05-28,4.034957917
2022-07-06,4.098014211
2022-07-06,4.047787627
2022-07-10,4.430815373
2022-07-10,4.034599789
2022-07-10,4.035384409
2022-07-10,4.032949389
2022-07-10,4.034280865
2022-09-04,4.035355173
2022-09-04,4.038307799
2022-12-17,4.036929787
2023-01-29,4.832704866
2023-01-29,4.044485642
2023-01-29,4.03481096
2023-03-12,4.035297371
2023-03-12,4.063874757
