Date,Execution Time
2022-09-04,0.083035827
2022-09-04,0.081873697
2022-12-17,0.093648987
2023-01-29,0.104801077
2023-01-29,0.090077026
2023-01-29,0.088276916
2023-03-12,0.115672397
2023-03-12,0.107566174
2023-03-12,0.103252406
2023-03-12,0.100009324
2023-04-16,0.084070744
2023-04-16,0.085710278
2023-10-22,0.040218626
2023-10-22,0.040195526
2023-10-22,0.03983049
2023-10-29,0.032913852
2024-02-04,0.039080109
2024-02-04,0.052790991
2024-02-04,0.04839653
2024-02-23,0.041566253
2024-02-23,0.028234397
2024-03-09,0.037092588
2024-07-28,0.022882307
2024-07-28,0.036118739
