Date,Execution Time
2022-09-01,0.001487802
2022-09-01,0.001045039
2022-09-03,8.83652E-4
2022-10-21,0.001001619
2023-03-12,5.4535E-4
2023-03-12,5.99659E-4
2023-03-12,6.06709E-4
2023-03-12,5.62549E-4
2023-03-12,8.15741E-4
2023-03-12,8.83202E-4
2023-03-12,8.78918E-4
2023-03-12,5.70511E-4
2023-03-12,6.27307E-4
2023-03-12,7.70915E-4
2023-03-12,5.14679E-4
2023-03-12,5.06891E-4
2023-03-12,7.05043E-4
2023-03-12,7.57109E-4
2023-03-12,5.30861E-4
2023-03-12,5.25435E-4
2023-03-12,5.42171E-4
2023-03-12,5.30899E-4
2023-03-12,8.3968E-4
2023-03-12,6.14121E-4
2023-03-12,6.81091E-4
2023-03-12,8.05387E-4
2023-03-12,5.34344E-4
2023-03-12,7.70672E-4
2023-03-12,5.19412E-4
2023-03-12,7.60404E-4
2023-03-12,6.1062E-4
2023-03-12,9.80638E-4
2023-03-12,0.001675892
2023-04-16,0.001566454
2023-10-07,0.00157827
2023-10-22,0.00243995
